date,sentiment_score,reputation_sentiment,close
2021-02-05 10:00:00,2.5536,1.2768895092251984,37449.95
2021-02-05 11:00:00,7.3038,3.652170982201029,37745.68
2021-02-05 12:00:00,26.762,13.382369169574666,37907.0
2021-02-05 13:00:00,14.949300000000001,7.47538908169538,38333.77
2021-02-05 14:00:00,21.9522,10.976884438111846,38153.19
2021-02-05 15:00:00,6.8194,3.410186890559662,38000.0
2021-02-05 16:00:00,20.6534,10.328673587455013,37846.82
2021-02-05 17:00:00,24.427500000000002,12.217040539027922,37936.26
2021-02-05 18:00:00,19.7112,9.85790800001607,37423.85
2021-02-05 19:00:00,22.5691,11.28489105414663,37656.08
2021-02-05 20:00:00,9.5249,4.762771060026597,37773.32
2021-02-05 21:00:00,12.7712,6.38717929955666,37861.99
2021-02-05 22:00:00,13.7349,6.86816150500062,37837.41
2021-02-05 23:00:00,8.9008,4.453074615364016,38320.0
2021-02-06 00:00:00,22.6369,11.31914703015937,38758.56
2021-02-06 01:00:00,18.1103,9.05786064220827,38871.15
2021-02-06 02:00:00,13.3691,6.684921550449877,39411.78
2021-02-06 03:00:00,16.3949,8.197677610046608,39396.4
2021-02-06 04:00:00,14.9725,7.486274981565394,39205.4
2021-02-06 05:00:00,8.545200000000001,4.275075775993136,39028.58
2021-02-06 06:00:00,10.295200000000001,5.147584543442554,39306.17
2021-02-06 07:00:00,17.0587,8.529258995916896,39402.96
2021-02-06 08:00:00,26.272,13.136225122322944,39466.73
2021-02-06 09:00:00,13.7188,6.862030586975242,39929.15
2021-02-06 10:00:00,22.1629,11.082786168035907,40051.98
2021-02-06 11:00:00,22.0976,11.050893655550912,40244.36
2021-02-06 12:00:00,18.589100000000002,9.295584524195275,39968.22
2021-02-06 13:00:00,19.1727,9.582561156046111,40180.67
2021-02-06 14:00:00,23.7176,11.859510562308762,40328.99
2021-02-06 15:00:00,28.0355,14.018757633123212,40938.98
2021-02-06 16:00:00,17.488,8.743863216921737,40651.49
2021-02-06 17:00:00,22.599,11.301078556094412,40267.82
2021-02-06 18:00:00,24.5075,12.254502968194133,40341.59
2021-02-06 19:00:00,11.1771,5.589468963434839,40209.09
2021-02-06 20:00:00,12.8877,6.444114266646237,40158.2
2021-02-06 21:00:00,12.0054,6.003175287523037,40106.72
2021-02-06 22:00:00,17.4905,8.75112284696664,40050.0
2021-02-06 23:00:00,12.699399999999999,6.350171466470853,39282.1
2021-02-07 00:00:00,33.6099,16.80579853315941,39613.87
2021-02-07 01:00:00,18.1535,9.07678990571374,38681.44
2021-02-07 02:00:00,9.4025,4.701351078353812,38808.89
2021-02-07 03:00:00,14.0797,7.040025367671795,38878.21
2021-02-07 04:00:00,8.019,4.009777612269127,38361.94
2021-02-07 05:00:00,11.3184,5.659269462450171,38558.77
2021-02-07 06:00:00,11.250300000000001,5.6252423961072155,38577.23
2021-02-07 07:00:00,13.5912,6.7828072112563875,39082.74
2021-02-07 08:00:00,23.8274,11.914322380767146,39525.59
2021-02-07 09:00:00,5.3917,2.6962964495774417,39551.5
2021-02-07 10:00:00,18.7036,9.352696011079065,39398.36
2021-02-07 11:00:00,13.916500000000001,6.958558400851102,39103.41
2021-02-07 12:00:00,14.6907,7.346192966963502,38856.29
2021-02-07 13:00:00,26.5467,13.27539761091524,38690.76
2021-02-07 14:00:00,20.6552,10.325859191413336,38307.21
2021-02-07 15:00:00,28.8337,14.417290375828554,37989.12
2021-02-07 16:00:00,13.0258,6.5059529156208304,38230.88
2021-02-07 17:00:00,16.2439,8.12258155417015,37917.46
2021-02-07 18:00:00,24.4226,12.212336006726014,38319.25
2021-02-07 19:00:00,38.8456,19.423802514679856,38113.81
2021-02-07 20:00:00,20.3805,10.182329826442762,38538.1
2021-02-07 21:00:00,8.2276,4.114355653835779,38595.84
2021-02-07 22:00:00,20.4605,10.230373301638915,38816.61
2021-02-07 23:00:00,9.3485,4.674372080180373,38858.39
2021-02-08 00:00:00,27.366400000000002,13.683531287849485,38769.54
2021-02-08 01:00:00,8.9461,4.473029172785638,38595.74
2021-02-08 02:00:00,7.6183,3.809435398826278,38299.85
2021-02-08 03:00:00,11.6762,5.838538791482593,38111.5
2021-02-08 04:00:00,17.830000000000002,8.915182123451272,38617.27
2021-02-08 05:00:00,3.4058000000000006,1.7032441973704922,38701.67
2021-02-08 06:00:00,16.1723,8.087026626121736,39042.93
2021-02-08 07:00:00,24.8555,12.420416817394381,39304.3
2021-02-08 08:00:00,15.2574,7.629058955802659,39222.23
2021-02-08 09:00:00,27.3126,13.657389384190258,38986.55
2021-02-08 10:00:00,17.5492,8.775722919490354,39479.13
2021-02-08 11:00:00,19.2192,9.60984308627403,39473.03
2021-02-08 12:00:00,44.0013,22.003363917911333,43327.17
2021-02-08 13:00:00,152.5653,76.29865963036607,43000.0
2021-02-08 14:00:00,86.9398,43.47584113093437,43668.19
2021-02-08 15:00:00,56.7908,28.40580345471565,43835.92
2021-02-08 16:00:00,58.5169,29.249364721672492,43280.66
2021-02-08 17:00:00,51.0668,25.540387614674508,43151.47
2021-02-08 18:00:00,57.7844,28.89240323902479,42705.78
2021-02-08 19:00:00,45.5081,22.75496227289684,43104.18
2021-02-08 20:00:00,36.033,18.01773694583885,44192.18
2021-02-08 21:00:00,27.4528,13.728523210358992,44661.31
2021-02-08 22:00:00,39.8461,19.930132820941257,44743.85
2021-02-08 23:00:00,34.9542,17.47783668677369,46416.45
2021-02-09 00:00:00,54.367000000000004,27.17416228061882,46805.22
2021-02-09 01:00:00,28.538700000000002,14.270784387858498,46189.81
2021-02-09 02:00:00,27.6271,13.813601132989648,45720.68
2021-02-09 03:00:00,20.1559,10.078347312116708,46648.87
2021-02-09 04:00:00,20.3295,10.165521632496743,46885.19
2021-02-09 05:00:00,24.179100000000002,12.090513724094851,46932.69
2021-02-09 06:00:00,30.5173,15.259111119874019,48200.0
2021-02-09 07:00:00,32.869,16.43876024991386,47595.49
2021-02-09 08:00:00,37.2564,18.628791077269355,47206.38
2021-02-09 09:00:00,17.6651,8.83974687753553,46491.35
2021-02-09 10:00:00,16.8656,8.432552384296947,45676.31
2021-02-09 11:00:00,23.7178,11.858690393853344,46452.77
2021-02-09 12:00:00,28.9532,14.480252780935029,45359.42
2021-02-09 13:00:00,28.3776,14.189328083000529,46306.32
2021-02-09 14:00:00,31.4094,15.709023999416228,46665.23
2021-02-09 15:00:00,22.2196,11.111555998536213,46819.66
2021-02-09 16:00:00,31.7993,15.901742239000745,46528.23
2021-02-09 17:00:00,28.8537,14.42689875849195,46562.55
2021-02-09 18:00:00,22.7358,11.372832158858543,47072.73
2021-02-09 19:00:00,28.889400000000002,14.439223915944405,47131.95
